sep=,
0.05,9120
0.1,9120
0.15,9109
0.2,9109
0.25,9109
0.3,9120
0.35,9118
0.4,9120
0.45,9109
0.5,9109
0.55,9109
0.6,9120
0.65,9120
0.7,9112
0.75,9095
0.8,9112
0.85,9109
0.9,9109
0.95,9112
