sep=,
25,9242
50,9178
75,9165
100,9129
125,9129
150,9129
175,9120
200,9120
225,9120
250,9120
275,9109
300,9109
325,9120
350,9120
375,9106
400,9106
425,9095
450,9074
475,9074
500,9095
