sep=,
25,9419
50,9351
75,9391
100,9381
125,9361
150,9351
175,9371
200,9338
225,9337
250,9407
275,9391
300,9355
325,9294
350,9356
375,9371
400,9391
425,9472
450,9351
475,9391
500,9336
